source,target,weight
985,1085,1
430,10670,1
257,15,2
79,533,5
349,985,4
58,415,3
405,512,8
418,631,5
2921,408,2
581,347,2
1386,2251,2
399,1088,1
56,41,1
714,11422,2
1038,4558,2
31255,800,1
448,82,1
1533,11596,2
866,31,2
289,512,8
130,47264,1
252,142,2
1416,1092,1
940,430,2
641,1387,2
24,82,6
398,9690,1
415,367,1
862,1444,1
1095,244,3
985,2410,1
1044,86,1
1244,16795,8
46,1103,9
3709,7971,5
1038,5589,1
272,897,2
607,408,1
416,749,6
6195,410,9
22,1302,1
1025,10643,5
6894,16795,1
1390,8373,3
94,25,1
417,1161,1
1032,417,2
3,3182,1
1092,281,1
1084,8172,1
142,1244,2
26722,130,18
281,2817,3
5268,44,1
3911,4078,2
583,641,1
379,3717,1
29,472,1
42,24,2
28,82,1
1147,2067,1
3524,7042,1
1385,1627,6
355,1098,4
862,2655,8
162,800,1
6195,2919,3
12,4093,2
3679,366,2
839,46,6
8373,252,1
4554,862,8
826,40,4
13562,749,1
24,336,2
29,1148,4
19,130,11
257,332,1
1041,232,1
595,2580,4
1038,1627,6
5,1025,7
862,26789,9
15,5546,1
337,2288,2
380,2921,1
