source,target,weight
16,52,2
800,6351,2
6195,4147,1
252,19164,1
1025,26201,1
11300,7042,1
1038,19,2
9252,621,1
543,1089,1
1041,3524,1
430,1245,1
29,349,1
416,36590,1
25,88,1
18,38,1
931,988,1
506,1091,1
46,383,1
2921,4083,1
762,1123,2
631,499,7
1020,1003,1
458,5587,1
800,1025,1
164,1181,3
430,1307,1
800,839,4
31,595,1
281,1088,3
1429,5174,1
800,1387,2
40,614,1
1103,398,1
130,1010,2
281,2700,1
368,1531,1
1010,1049,1
289,1181,1
631,162,1
29,1211,1
1390,8758,1
2921,4171,1
79,66,1
82,44,1
839,4330,1
379,1084,1
281,367,2
12,4271,3
164,1110,1
410,156,1
1082,3558,1
276,252,1
621,13222,1
533,1444,1
281,677,1
533,2646,1
12,276,2
4083,1104,1
131,2296,1
862,19164,1
1162,1175,1
430,1105,1
1386,33734,1
16795,4035,1
252,11483,1
148,2814,1
458,4326,1
4,109,2
1041,10868,1
46,3326,1
762,618,1
276,5174,2
18075,1038,1
31,1181,1
6574,2655,2
631,1010,4
46,1386,2
5,749,2
15,2,2
276,1386,1
289,703,1
405,990,2
430,3522,2
46,2722,2
42,38,1
1158,619,1
985,1010,2
862,408,1
430,1429,1
430,714,1
331,12321,1
321,4102,1
12,244,1
506,404,4
6195,2250,1
641,3489,1
931,2275,2
5,5862,1
46,1025,5
410,76,1
405,1198,1
596,931,1
388,60,1
252,47,1
631,972,1
5358,1532,1
142,4064,1
180,991,1
714,8519,1
12,1388,1
31,337,1
86,72,1
281,12321,2
46,317,1
150,1108,1
2921,4097,1
130,839,3
46,4255,3
1041,3772,1
27913,2867,1
46,13285,1
3037,862,1
6574,4171,2
1038,14888,2
79,257,1
714,210,1
800,13285,1
33,164,1
533,24,1
11,355,1
631,1408,1
5,5585,1
1005,2722,1
131,11,1
410,6692,1
6574,4172,1
294,367,1
416,24575,1
294,6195,1
46,1023,1
130,8373,1
273,1020,1
762,6600,1
984,337,2
29,1010,1
506,1025,4
1164,1286,1
2921,9439,1
631,1032,2
8970,408,1
410,1010,3
506,800,1
1050,13,1
410,4255,1
3277,331,1
603,2759,1
276,4084,1
350,1218,1
164,399,1
13,1531,2
6195,458,2
1084,150,1
347,2180,1
862,22302,1
29,1220,2
512,3064,1
984,1123,1
197,1390,1
512,25467,1
29,22,1
6574,1429,2
167,2,1
2,129,1
379,1027,2
19,1390,1
410,142,1
681,3709,1
418,609,1
1003,1302,2
150,940,1
1387,6574,1
506,2655,1
430,27568,1
762,3008,1
46,681,1
681,2296,2
458,130,3
252,276,3
130,979,1
2671,130,1
379,1020,1
416,24898,1
762,1098,1
1050,189,1
148,1123,1
1627,416,1
5,1210,2
720,1020,1
273,290,1
641,1241,2
2403,1390,1
368,648,1
1386,2921,1
714,866,1
430,1390,1
273,1175,2
60,440,1
347,3558,1
506,1390,1
12,1307,1
16795,6676,1
27,82,1
2781,984,1
290,2969,1
12,749,1
931,2814,1
714,2448,1
164,1028,1
1627,5862,1
180,1039,1
6195,8970,1
800,5587,3
11,164,1
430,8970,1
3368,667,1
171,134,2
1025,4097,2
1416,11222,1
294,2921,1
11,358,3
1020,3696,3
46,1103,1
86,89,3
1082,29228,1
148,2262,1
405,641,1
610,931,1
2921,38290,1
39,94,1
667,1175,1
1386,1775,1
6195,15374,2
1039,244,1
749,1210,1
1003,1032,1
33,42,1
41,18,1
23826,4529,1
1159,10838,1
458,380,2
418,3709,2
430,749,2
2921,6692,1
618,862,2
1049,331,2
1123,1042,1
6574,607,1
398,1385,1
862,5621,1
512,1237,2
749,2239,2
631,2805,1
398,9353,1
800,1385,1
800,4111,2
415,2118,1
337,3489,2
12,5621,2
1627,800,1
1082,290,1
940,366,1
44,3,1
9252,24,1
458,720,1
40,290,1
46,148,1
11008,1386,1
506,4171,1
897,237,1
12,2921,2
289,4080,1
2921,19164,1
417,1154,1
5,3057,1
800,704,3
276,2722,3
398,410,2
800,1103,2
355,350,1
31,1045,2
1038,749,2
86,279,1
41,257,1
18,30,1
