source,target,weight
416,2919,1
34148,16795,1
164,1039,2
82,438,1
18487,41,1
6767,3302,2
984,410,1
430,189,1
40,583,1
24,294,1
609,1049,2
162,1237,1
506,1210,1
2282,52,1
1443,749,1
40,1025,1
1031,1020,1
630,3391,1
36,148,2
39,1533,1
6767,714,2
7009,1020,1
1148,931,2
12,1049,2
7971,237,1
1114,16795,1
800,1025,3
276,800,3
169,750,1
533,18,3
1147,12,1
1042,164,1
332,1387,1
6326,1420,1
1032,180,2
4675,1423,1
1110,703,1
332,398,2
3342,1095,1
1147,6071,1
625,347,1
899,1020,1
931,12,2
1035,289,4
25,347,1
291,79,2
46,631,2
16996,1038,1
2969,410,1
82,129,1
29,204,1
4096,4171,1
3508,1147,1
13,506,1
8728,1423,1
1420,10004,1
337,1020,1
379,11,2
1533,12405,1
417,208,1
1082,265,1
3368,14456,1
82,2698,1
1066,4,1
4795,82,1
16,13505,1
417,7124,1
1020,405,3
1087,13,1
371,148,1
408,800,7
630,1397,1
40,58,1
339,430,1
162,543,1
255,3368,1
990,164,2
1035,762,2
610,1082,1
39,371,1
281,244,1
432,1108,1
1105,458,2
3197,533,1
1627,5,1
641,1387,1
984,512,1
430,3522,1
1041,36,1
6949,355,1
1210,1038,2
986,1003,2
1103,1387,1
458,19164,1
10,3,1
40,595,1
331,5358,2
289,11141,1
1386,276,2
631,131,1
3368,24420,1
12,252,5
2063,1050,1
4103,276,2
1531,3368,4
164,873,1
294,681,1
172,862,1
347,738,1
506,5,3
7169,130,2
1050,430,1
1020,252,1
1290,244,1
1003,13651,1
1237,603,1
271,379,1
1429,12944,1
4103,5,2
379,350,1
749,416,2
58,23826,1
6574,1627,2
44884,862,1
499,618,1
677,148,2
383,150,1
131,12,2
164,281,3
940,4785,1
1390,607,1
1071,86,1
38,44796,1
918,458,1
820,1533,1
221,46,2
265,252,1
1005,416,4
648,13,2
11609,25,1
1025,430,1
415,1421,1
164,355,1
683,31,1
1387,4515,1
2662,39,1
5174,410,1
142,410,2
1385,12,2
11,1091,1
1047,1025,2
3302,940,2
1388,1038,1
1390,252,2
337,8054,1
862,41146,1
667,122,1
180,405,1
244,762,3
40,337,1
121,15,1
41,2,1
6574,5587,1
987,29,2
72,24,2
65,39,2
276,1307,1
27,46,1
750,583,2
130,1025,3
931,2977,1
2580,1095,2
826,631,1
6574,1429,1
234,180,1
180,2793,1
944,940,1
38479,1038,1
2239,6574,2
129,39,2
897,1082,1
1104,338,1
533,80,1
1387,252,8
940,648,1
332,6195,1
24898,1025,1
4083,1038,2
583,6632,1
2464,276,1
3008,664,1
23,1028,1
9265,44,1
931,2814,1
1390,5621,1
677,1003,3
18,33,1
83,4,1
2974,12,1
1105,410,1
2288,148,1
1162,1421,2
979,3368,1
6600,5,1
352,355,2
221,252,1
367,1050,3
403,164,1
60,122,1
2497,897,1
543,475,1
1162,7055,1
1032,873,3
583,2639,1
5174,1627,1
1418,1050,1
368,333,1
167,79,2
29095,5358,1
31,631,3
162,252,2
419,985,1
667,1080,1
1302,350,1
82,79,2
6767,237,1
940,1184,1
2448,3709,3
1444,1049,2
148,405,2
281,543,1
1010,2288,2
506,3524,1
610,995,1
111,42,1
1049,897,2
10002,350,1
4032,11,1
368,506,1
289,703,1
533,60,2
1304,618,1
1132,11177,1
1444,46,1
5,130,1
209,506,1
995,5225,1
12,2047,1
506,3057,1
46,317,2
1533,171,1
27,398,1
46,252,3
16,11,1
13231,1533,1
4550,1038,2
506,2524,1
289,1286,1
1078,762,1
46,2251,1
30,35,1
337,512,1
1017,1071,1
237,46,1
39,2,1
1082,3368,1
417,162,2
862,8172,1
1533,3709,1
417,969,2
2283,410,1
4326,332,1
1210,660,1
415,1023,1
3508,1082,2
41,88,1
355,995,3
408,5,1
8515,31,1
1390,1465,1
408,4271,1
2296,621,4
4085,1627,2
839,1627,2
678,398,1
749,410,6
398,1387,2
368,36630,1
634,31,1
985,762,1
2448,1531,1
1089,641,1
4795,2441,1
350,355,1
447,46,1
6692,1038,3
237,410,2
294,1049,1
626,931,1
41,377,1
2,524,1
667,1421,1
237,131,2
15,1008,1
24420,16795,1
866,714,1
368,281,1
1075,130,1
1005,6195,1
4326,8970,1
1005,5,2
405,3021,1
1003,1027,1
38,1132,1
14,42,1
897,11516,1
347,1095,4
496,366,1
800,9690,1
15,82,3
415,583,1
405,22,2
